name_of_satellite_alternate_names, country_org_of_un_registry, country_of_operator_owner, operator_owner, users, purpose, detailed_purpose, class_of_orbit, type_of_orbit, longitude_of_geo_degrees, perigee_km, apogee_km, eccentricity, inclination_degrees, period_minutes, launch_mass_kg, dry_mass_kg, power_watts, date_of_launch, expected_lifetime, contractor, country_of_contractor, launch_site, launch_vehicle, cospar_number, norad_number, comments, column_ab, source_used_for_orbital_data, source, source_2, source_3, source_4, source_5, source_6, launch_year, launch_of_the_year, piece_of_the_launch, norad_catalog_number, multiple_name_flag, payload_flag, operational_status_code, source_or_ownership, launch_date, launch_site, decay_date, orbital_period, inclination, apogee_altitude, perigee_altitude, radar_cross_section, orbital_status_code
SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5. USA 229. NRO L34), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1201, 0.012504179204279505, 63.4, 107.4, 5.000+, null, null, 2011-04-15, null, Lockheed Martin, USA, Vandenberg AFB, Atlas 5, 2011-014B, 37391, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, SC - ASCR, http://www.lib.cas.cz/space.40/2011/I009A.HTM, null, null, null, null, null, 1977, 112, F, 10594, null, *, null, US, 1977-01-08, AFWTR, null, 63.3, null, 1485, 372, null, null
SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5. USA 229. NRO L34), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1201, 0.012504179204279505, 63.4, 107.4, 5.000+, null, null, 2011-04-15, null, Lockheed Martin, USA, Vandenberg AFB, Atlas 5, 2011-014B, 37391, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, SC - ASCR, http://www.lib.cas.cz/space.40/2011/I009A.HTM, null, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5. USA 229. NRO L34), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1201, 0.012504179204279505, 63.4, 107.4, 5.000+, null, null, 2011-04-15, null, Lockheed Martin, USA, Vandenberg AFB, Atlas 5, 2011-014B, 37391, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, SC - ASCR, http://www.lib.cas.cz/space.40/2011/I009A.HTM, null, null, null, null, null, 1987, 43, A, 17997, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5. USA 229. NRO L34), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1201, 0.012504179204279505, 63.4, 107.4, 5.000+, null, null, 2011-04-15, null, Lockheed Martin, USA, Vandenberg AFB, Atlas 5, 2011-014B, 37391, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, SC - ASCR, http://www.lib.cas.cz/space.40/2011/I009A.HTM, null, null, null, null, null, 2011, 14, A, 37386, M, *, +, US, 2011-01-15, AFWTR, null, null, null, null, null, null, NEA
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048A, 38758, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, http://www.huffingtonpost.com/2012/09/14/us-spy-satellite-nrol-36-launches-vandenberg_n_1885095.html, http://www.spaceflight101.com/nrol-36-launch.updates.html, http://www.zarya/info/Diaries/Launches/Launches.php?year=2012#end, null, null, null, 1977, 112, F, 10594, null, *, null, US, 1977-01-08, AFWTR, null, 63.3, null, 1485, 372, null, null
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048A, 38758, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, http://www.huffingtonpost.com/2012/09/14/us-spy-satellite-nrol-36-launches-vandenberg_n_1885095.html, http://www.spaceflight101.com/nrol-36-launch.updates.html, http://www.zarya/info/Diaries/Launches/Launches.php?year=2012#end, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048A, 38758, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, http://www.huffingtonpost.com/2012/09/14/us-spy-satellite-nrol-36-launches-vandenberg_n_1885095.html, http://www.spaceflight101.com/nrol-36-launch.updates.html, http://www.zarya/info/Diaries/Launches/Launches.php?year=2012#end, null, null, null, 1987, 43, E, 18009, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048A, 38758, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, http://www.huffingtonpost.com/2012/09/14/us-spy-satellite-nrol-36-launches-vandenberg_n_1885095.html, http://www.spaceflight101.com/nrol-36-launch.updates.html, http://www.zarya/info/Diaries/Launches/Launches.php?year=2012#end, null, null, null, 2012, 48, A, 38758, M, *, +, US, 2012-01-13, AFWTR, null, null, null, null, null, null, NEA
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048P, 38773, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, null, null, null, null, null, null, 1977, 112, F, 10594, null, *, null, US, 1977-01-08, AFWTR, null, 63.3, null, 1485, 372, null, null
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048P, 38773, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, null, null, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048P, 38773, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, null, null, null, null, null, null, 1987, 43, E, 18009, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6. USA 238. NRO L36), USA, USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1012, 1203, 0.012771648278167836, 63.4, 107.4, 6500, null, null, 2012-09-13, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2012-048P, 38773, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, ZARYA, null, null, null, null, null, null, 2012, 48, A, 38758, M, *, +, US, 2012-01-13, AFWTR, null, null, null, null, null, null, NEA
SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7. USA 264. NRO L55), NR (6/16), USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1099, 0.00572274961287282, 63.4, 107.4, 6500, null, null, 2015-10-08, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2015-058A, 40964, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, JM/12_15, http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/, http://planet4589.org/space/log/satcat.txt, http://www.satobs.org/noss.html, null, null, null, 1977, 112, F, 10594, null, *, null, US, 1977-01-08, AFWTR, null, 63.3, null, 1485, 372, null, null
SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7. USA 264. NRO L55), NR (6/16), USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1099, 0.00572274961287282, 63.4, 107.4, 6500, null, null, 2015-10-08, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2015-058A, 40964, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, JM/12_15, http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/, http://planet4589.org/space/log/satcat.txt, http://www.satobs.org/noss.html, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7. USA 264. NRO L55), NR (6/16), USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1099, 0.00572274961287282, 63.4, 107.4, 6500, null, null, 2015-10-08, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2015-058A, 40964, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, JM/12_15, http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/, http://planet4589.org/space/log/satcat.txt, http://www.satobs.org/noss.html, null, null, null, 2015, 58, A, 40964, null, *, +, US, 2015-01-08, AFWTR, null, null, null, null, null, null, NEA
Advanced Orion 5 (NRO L-32. USA 223), USA, USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 100.9, 35500, 35500, 0, 0, null, 5000, null, null, 2010-11-21, null, National Reconnaissance Laboratory (?), USA, Cape Canaveral, Delta 4 Heavy, 2010-063A, 37232, ELINT., null, SC - ASCR, http://forum.nasaspaceflight.com/index.php?topic=11127.45, http://www.space.com/missionlaunches/sfn-090119-delta4-spysat-launch.html, http://www.sworld.com.au/steven/space/usmil-man.txt, http://www.nasaspaceflight.com/2010/11/live-delta-iv-heavy-launch-with-nrol-3/, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Advanced Orion 5 (NRO L-32. USA 223), USA, USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 100.9, 35500, 35500, 0, 0, null, 5000, null, null, 2010-11-21, null, National Reconnaissance Laboratory (?), USA, Cape Canaveral, Delta 4 Heavy, 2010-063A, 37232, ELINT., null, SC - ASCR, http://forum.nasaspaceflight.com/index.php?topic=11127.45, http://www.space.com/missionlaunches/sfn-090119-delta4-spysat-launch.html, http://www.sworld.com.au/steven/space/usmil-man.txt, http://www.nasaspaceflight.com/2010/11/live-delta-iv-heavy-launch-with-nrol-3/, null, null, 1987, 43, A, 17997, null, *, null, US, 1987-01-15, AFWTR, null, null, null, null, null, null, NEA
Advanced Orion 5 (NRO L-32. USA 223), USA, USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 100.9, 35500, 35500, 0, 0, null, 5000, null, null, 2010-11-21, null, National Reconnaissance Laboratory (?), USA, Cape Canaveral, Delta 4 Heavy, 2010-063A, 37232, ELINT., null, SC - ASCR, http://forum.nasaspaceflight.com/index.php?topic=11127.45, http://www.space.com/missionlaunches/sfn-090119-delta4-spysat-launch.html, http://www.sworld.com.au/steven/space/usmil-man.txt, http://www.nasaspaceflight.com/2010/11/live-delta-iv-heavy-launch-with-nrol-3/, null, null, 2010, 63, A, 37232, null, *, +, US, 2010-01-21, AFETR, null, null, null, null, null, null, NEA
SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7. USA 264. NRO L55), NR (6/16), USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1099, 0.00572274961287282, 63.4, 107.4, 6500, null, null, 2015-10-08, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2015-058R, 40981, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, JM/12_15, http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/, http://planet4589.org/space/log/satcat.txt, http://www.satobs.org/noss.html, null, null, null, 1977, 112, F, 10594, null, *, null, US, 1977-01-08, AFWTR, null, 63.3, null, 1485, 372, null, null
SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7. USA 264. NRO L55), NR (6/16), USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1099, 0.00572274961287282, 63.4, 107.4, 6500, null, null, 2015-10-08, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2015-058R, 40981, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, JM/12_15, http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/, http://planet4589.org/space/log/satcat.txt, http://www.satobs.org/noss.html, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7. USA 264. NRO L55), NR (6/16), USA, National Reconnaissance Office/US Navy, Military, Earth Observation, Electronic Intelligence, LEO, Non-Polar Inclined, 0, 1014, 1099, 0.00572274961287282, 63.4, 107.4, 6500, null, null, 2015-10-08, null, National Reconnaissance Laboratory (NRL), USA, Vandenberg AFB, Atlas 5, 2015-058R, 40981, ELINT system; wide area ocean surveillance. primarily for the Navy and surveillance of shipping., null, JM/12_15, http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/, http://planet4589.org/space/log/satcat.txt, http://www.satobs.org/noss.html, null, null, null, 2015, 58, A, 40964, null, *, +, US, 2015-01-08, AFWTR, null, null, null, null, null, null, NEA
SDO (Solar Dynamics Observatory), USA, USA, National Aeronautics and Space Administration (NASA), Government, Space Science, null, GEO, null, -102, 35779, 35791, 0.00014233187047799786, 28, 1436.03, 3100, 1650, 1500, 2010-02-11, 5 yrs., Goddard Space Flight Center, USA, Cape Canaveral, Atlas 5, 2010-005A, 36395, Carries three instruments to study the Sun at high time and spatial resolution: HMI. AIA. and EVE., null, null, null, null, http://www.lib.cas.cz/space.40/INDEXA.HTM, http://sdo.gsfc.nasa.gov/mission/about.php, http://nssdc.gsfc.nasa.gov/spacewarn/spx676.html, null, 2010, 5, A, 36395, null, *, +, US, 2010-01-11, AFETR, null, 29.7, null, 35790, 35781, 5.1714, null
SDS III-4 (Satellite Data System) (NRO L-1. Nemesis. USA 179) , USA, USA, National Reconnaissance Office (NRO)/US Air Force, Military, Communications, Data Relay, Elliptical, Molniya, 0, 500, 39850, 0.7411941985307967, 63.4, 717.7, null, null, null, 2004-08-31, 7-10 yrs., Hughes, USA, Cape Canaveral, Atlas 2AS, 2004-034A, 28384, Real-time data relay from reconnaissance satellites., null, GS, http://www.spacenewsfeed.co.uk/2004/5September2004_25.html, http://www.ilslaunch.com/launches/cbin/Mission_Overview/atlas/NRO1_2nd_MO.pdf, http://www.planet4589.org/space/jsr/back/news.535, http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm, http://74.125.45.132/search?q=cache:XxFS4arY7n4J:www.milsatmagazine.com/2008/Nov08_MSM.pdf+%221992-037A%22&hl=en&ct=clnk&cd=33&gl=us&client=firefox-a, null, 1986, 14, F, 16625, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
SDS III-4 (Satellite Data System) (NRO L-1. Nemesis. USA 179) , USA, USA, National Reconnaissance Office (NRO)/US Air Force, Military, Communications, Data Relay, Elliptical, Molniya, 0, 500, 39850, 0.7411941985307967, 63.4, 717.7, null, null, null, 2004-08-31, 7-10 yrs., Hughes, USA, Cape Canaveral, Atlas 2AS, 2004-034A, 28384, Real-time data relay from reconnaissance satellites., null, GS, http://www.spacenewsfeed.co.uk/2004/5September2004_25.html, http://www.ilslaunch.com/launches/cbin/Mission_Overview/atlas/NRO1_2nd_MO.pdf, http://www.planet4589.org/space/jsr/back/news.535, http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm, http://74.125.45.132/search?q=cache:XxFS4arY7n4J:www.milsatmagazine.com/2008/Nov08_MSM.pdf+%221992-037A%22&hl=en&ct=clnk&cd=33&gl=us&client=firefox-a, null, 2004, 34, A, 28384, null, *, +, US, 2004-01-31, AFETR, null, 63.4, null, 39080, 1273, null, NEA
SDS III-5 (Satellite Data System) (NRO L-24. Scorpius. USA 198) , USA, USA, National Reconnaissance Office (NRO)/US Air Force, Military, Communications, Data Relay, Elliptical, Molniya, 0, 400, 39966, 0.7450382254359206, 60, 718, null, null, null, 2007-12-10, 7-10 yrs., National Reconnaissance Laboratory, USA, Cape Canaveral, Atlas 5, 2007-060A, 32378, Real-time data relay from reconnaissance satellites., null, GS, http://www.planet4589.org/space/jsr/jsr.html, http://www.lib.cas.cz/space.40/2007/060A.HTM, http://nssdc.gsfc.nasa.gov/spacewarn/spx650.html, null, null, null, 1986, 69, A, 16937, null, *, D, US, 1986-01-05, AFETR, 1986-01-28, 39.1, null, 326, 177, null, null
SDS III-5 (Satellite Data System) (NRO L-24. Scorpius. USA 198) , USA, USA, National Reconnaissance Office (NRO)/US Air Force, Military, Communications, Data Relay, Elliptical, Molniya, 0, 400, 39966, 0.7450382254359206, 60, 718, null, null, null, 2007-12-10, 7-10 yrs., National Reconnaissance Laboratory, USA, Cape Canaveral, Atlas 5, 2007-060A, 32378, Real-time data relay from reconnaissance satellites., null, GS, http://www.planet4589.org/space/jsr/jsr.html, http://www.lib.cas.cz/space.40/2007/060A.HTM, http://nssdc.gsfc.nasa.gov/spacewarn/spx650.html, null, null, null, 2007, 60, A, 32378, M, *, +, US, 2007-01-10, AFETR, null, null, null, null, null, null, NEA
