name_of_satellite_alternate_names, country_org_of_un_registry, country_of_operator_owner, operator_owner, users, purpose, detailed_purpose, class_of_orbit, type_of_orbit, longitude_of_geo_degrees, perigee_km, apogee_km, eccentricity, inclination_degrees, period_minutes, launch_mass_kg, dry_mass_kg, power_watts, date_of_launch, expected_lifetime, contractor, country_of_contractor, launch_site, launch_vehicle, cospar_number, norad_number, comments, column_ab, source_used_for_orbital_data, source, source_2, source_3, source_4, source_5, source_6, launch_year, launch_of_the_year, piece_of_the_launch, multiple_name_flag, payload_flag, operational_status_code, satellite_name, source_or_ownership, launch_date, launch_site, decay_date, orbital_period, inclination, apogee_altitude, perigee_altitude, radar_cross_section, orbital_status_code
International Space Station (ISS [first element Zarya]), USA, Multinational, NASA/Multinational, Government, Space Science, null, LEO, Non-Polar Inclined, 0, 401, 422, 0.0015483300154833, 51.6, 92.8, null, null, null, 1998-11-20, 30+ yrs., Boeing Satellite Systems (prime)/Multinational, Multinational, Baikonur Cosmodrome, Proton, 1998-067A, 25544, Final size of a Boeing 747; first component., null, www.satellitedebris.net 12/12, http://www.esa.int/export/esaHS/ESAI2X0VMOC_iss_0.html, http://www.boeing.com/defense-space/space/spacestation/overview/, null, null, null, null, 1998, 67, A, null, *, +, ISS (ZARYA), ISS, 1998-01-20, TYMSC, null, 51.6, null, 410, 408, 399.0524, null
Interstellar Boundary EXplorer (IBEX), USA, USA, NASA/Goddard Space Flight Center, Government, Space Science, null, Elliptical, Deep Highly Eccentric, 0, 62200, 268679, 0.6008951775076465, 15.2, 8 days, 462, null, null, 2008-10-19, null, Orbital Sciences Corp., USA, Kwajalein Island, Pegasus XL, 2008-051A, 33401, Monitor the boundary between heliosphere and interstellar medium., null, WT, http://www.ibex.swri.edu/, http://www.lib.cas.cz/space.40/2008/I065B.HTM, null, null, null, null, 2008, 51, A, null, *, +, IBEX, US, 2008-01-19, KWAJ, null, 30.2, null, 333432, 43051, 0.003, null
Iridium 10 (Iridium SV010), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-06-18, 8 yrs., Motorola Satellite Communications Group, USA, Baikonur Cosmodrome, Proton K, 1997-030D, 24839, 66 satellite constellation with 13 spares; 15-20 ground stations with master control complex in Landsdowne. VA; backup in Italy. third engineering center in Chandler. AZ; Filed for Chapter 11 in 2000; started to let system deorbit. Iridium Satellite LLC purchased assets of Iridium LLC. DoD stepped in-- renewable DoD contract; unlimited airtime to 20.000 govt. workers; mobile voice. data and paging, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://www.rod.sladen.org.uk/iridfail.htm, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx524.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 30, D, null, *, D, IRIDIUM 10, US, 1997-01-18, TYMSC, 2018-01-06, 86.4, null, 174, 121, 3.7125, null
Anik G1, NR, Canada, Telesat Canada Ltd. (BCE. Inc.), Commercial, Communications, null, GEO, null, -107.3, 35773, 35799, 0.0003083784040231521, 0.01, 1436.08, 4905, null, 17500, 2013-04-15, 15 yrs., Space Systems/Loral, USA, Baikonur Cosmodrome, Proton M, 2013-014A, 39127, 16 extended Ku-band transponders fully contracted to Shaw Direct for 15 years., null, SC - ASCR, http://www.telesat.com/news-events/telesat-successfully-launches-anik-g1-satellite, http://www.ssloral.com/html/satexp/anik_g1.html, http://www.planet4589.org/space/log/geo.log, http://space50.kosmo.cz/s40/2013/I014A.HTM, null, null, 2013, 14, A, null, *, +, ANIK G1, CA, 2013-01-15, TYMSC, null, 0, null, 35794, 35780, 212.1155, null
Iridium 11A (Iridium SV088), China, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1998-12-19, 8 yrs., Motorola Satellite Communications Group, USA, Taiyuan Launch Center, Long March 2C, 1998-074B, 25578, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx542.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1998, 74, B, null, *, D, IRIDIUM 11, US, 1998-01-19, TAISC, 2018-01-22, 86.4, null, 193, 113, 2.9545, null
Iridium 12 (Iridium SV012), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-06-18, 8 yrs., Motorola Satellite Communications Group, USA, Baikonur Cosmodrome, Proton K, 1997-030B, 24837, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://www.rod.sladen.org.uk/iridfail.htm, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx524.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 30, B, null, *, D, IRIDIUM 12, US, 1997-01-18, TYMSC, 2018-01-02, 86.4, null, 188, 120, 3.4025, null
Iridium 13 (Iridium SV013), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 780, 0.0002797985450475658, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-06-18, 8 yrs., Motorola Satellite Communications Group, USA, Baikonur Cosmodrome, Proton K, 1997-030E, 24840, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://www.rod.sladen.org.uk/iridfail.htm, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx524.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 30, E, null, *, D, IRIDIUM 13, US, 1997-01-18, TYMSC, 2018-01-29, 86.4, null, 179, 122, 3.322, null
Iridium 14A (Iridium SV092), China, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 708, 711, 0.0002118793700120065, 86.5, 99, 689, 556, 1.400 (EOL), 1999-06-11, 8 yrs., Motorola Satellite Communications Group, USA, Taiyuan Launch Center, Long March 2C, 1999-032A, 25777, null, null, www.satellitedebris.net 12/12, null, http://www.rod.sladen.org.uk/iridfail.htm, null, null, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1999, 32, A, null, *, D, IRIDIUM 14, US, 1999-01-11, TAISC, 2019-01-15, 86.6, null, 206, 121, 3.2138, null
Iridium 15 (Iridium SV015), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-07-09, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-034A, 24869, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://www.rod.sladen.org.uk/iridfail.htm, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx525.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 34, A, null, *, D, IRIDIUM 15, US, 1997-01-09, AFWTR, 2018-01-14, 86.4, null, 138, 106, 3.4911, null
Iridium 18 (Iridium SV018), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-07-09, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-034D, 24872, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://www.rod.sladen.org.uk/iridfail.htm, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx525.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 34, D, null, *, D, IRIDIUM 18, US, 1997-01-09, AFWTR, 2018-01-19, 86.4, null, 157, 128, 3.253, null
Iridium 19 (Iridium SV019), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-27, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-056A, 24965, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://www.rod.sladen.org.uk/iridfail.htm, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 56, A, null, *, D, IRIDIUM 19, US, 1997-01-27, AFWTR, 2018-01-07, 86.4, null, 159, 139, 3.4652, null
Iridium 20A (Iridium SVO89), China, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1998-12-19, 8 yrs., Motorola Satellite Communications Group, USA, Taiyuan Launch Center, Long March 2C, 1998-074A, 25577, null, null, www.satellitedebris.net 12/12, null, http://www.rod.sladen.org.uk/iridfail.htm, http://nssdc.gsfc.nasa.gov/spacewarn/spx542.html, null, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1998, 74, A, null, *, D, IRIDIUM 20, US, 1998-01-19, TAISC, 2018-01-22, 86.6, null, 162, 104, 3.6949, null
Iridium 21A (Iridium SVO93), China, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 775, 780, 0.0003497726477789437, 86.4, 100.4, 689, 556, 1.400 (EOL), 1999-06-11, 8 yrs., Motorola Satellite Communications Group, USA, Taiyuan Launch Center, Long March 2C, 1999-032B, 25778, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx548.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1999, 32, B, null, *, D, IRIDIUM 21, US, 1999-01-11, TAISC, 2018-01-24, 86.4, null, 171, 128, 3.317, null
Iridium 22 (Iridium SV022), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-08-21, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-043E, 24907, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx526.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 43, E, null, *, -, IRIDIUM 22, US, 1997-01-21, AFWTR, null, 86.4, null, 779, 776, 3.629, null
AntelSat, NR, Uruguay, Facultad de Ingeniería de la Universidad de la República (FING). ANTEL, Civil, Technology Development, null, LEO, Sun-Synchronous, 0, 612, 696, 0.005979498861047836, 97.96, 96.99, 2, null, null, 2014-06-19, null, Facultad de Ingeniería de la Universidad de la República (FING). ANTEL, Uruguay, Dombarovsky Air Base, Dnepr, 2014-033AA, 40034, Developmental communications systems operating at VHF.UHF and S-band. and an Earth-imaging system with detectors in the near infrared and visible bands. Released from Unisat 6 June 20 at 21:07:00 from the same deployer as Aerocube 6., null, WT, http://www.ne.jp/asahi/hamradio/je9pel/antelsat.htm, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 2014, 33, AA, null, *, -, ANTELSAT, URY, 2014-01-19, DLS, null, 97.8, null, 688, 608, 0.1012, null
Iridium 23 (Iridium SV023), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-08-21, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-043D, 24906, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx526.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 43, D, null, *, D, IRIDIUM 23, US, 1997-01-21, AFWTR, 2018-01-28, 86.4, null, 177, 130, 3.304, null
Iridium 25 (Iridium SV025), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-08-21, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-043B, 24904, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx526.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 43, B, null, *, D, IRIDIUM 25, US, 1997-01-21, AFWTR, 2018-01-14, 86.4, null, 168, 120, 3.2537, null
Iridium 3 (Iridium SV078), China, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 780, 0.0002797985450475658, 86.4, 100.4, 689, 556, 1.400 (EOL), 1998-08-19, 8 yrs., Motorola Satellite Communications Group, USA, Taiyuan Launch Center, Long March 2C, 1998-048A, 25431, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1998, 48, A, null, *, D, IRIDIUM 3, US, 1998-01-19, TAISC, 2018-01-08, 86.4, null, 185, 117, 3.3611, null
Iridium 30 (Iridium SV030), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-14, 8 yrs., Motorola Satellite Communications Group, USA, Baikonur Cosmodrome, Proton K, 1997-051F, 24949, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 51, F, null, *, D, IRIDIUM 30, US, 1997-01-14, TYMSC, 2017-01-28, 86.4, null, 166, 133, 3.4835, null
Iridium 31 (Iridium SVO31), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-14, 8 yrs., Motorola Satellite Communications Group, USA, Baikonur Cosmodrome, Proton K, 1997-051G, 24950, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 51, G, null, *, D, IRIDIUM 31, US, 1997-01-14, TYMSC, 2018-01-20, 86.4, null, 203, 118, 3.5519, null
Iridium 32 (Iridium  SV032), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-14, 8 yrs., Motorola Satellite Communications Group, USA, Baikonur Cosmodrome, Proton K, 1997-051B, 24945, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 51, B, null, *, D, IRIDIUM 32, US, 1997-01-14, TYMSC, 2019-01-10, 86.4, null, 187, 121, 3.1916, null
Iridium 34 (Iridium SV034), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-27, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-056E, 24969, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 56, E, null, *, D, IRIDIUM 34, US, 1997-01-27, AFWTR, 2018-01-08, 86.4, null, 175, 126, 3.4398, null
Iridium 35 (Iridium SV035), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-27, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-056B, 24966, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 56, B, null, *, D, IRIDIUM 35, US, 1997-01-27, AFWTR, 2018-01-26, 86.4, null, 151, 107, 3.3862, null
Iridium 37 (Iridium SV037), USA, USA, Iridium Satellite LLC, Government/Commercial, Communications, null, LEO, Polar, 0, 776, 779, 0.0002098635886673662, 86.4, 100.4, 689, 556, 1.400 (EOL), 1997-09-27, 8 yrs., Motorola Satellite Communications Group, USA, Vandenberg AFB, Delta 2 7920, 1997-056D, 24968, null, null, www.satellitedebris.net 12/12, samadhi.jpl.nasa.gov, http://members.ozemail.com/au/~lbrash/satellites/iridium.html, http://www.iridium.com/corp/iri_corp-understand.asp, http://nssdc.gsfc.nasa.gov/spacewarn/spx527.html, http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf, http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm, 1997, 56, D, null, *, D, IRIDIUM 37, US, 1997-01-27, AFWTR, 2018-01-26, 86.4, null, 159, 141, 3.1315, null
